column_name,sensitive_data_level
nickname,3
ngay_sinh_chinh_xac,3
exact_birth_date,3
ngay_mat_chinh_xac,3
exact_death_date,3
gioi_tinh_sinh_hoc,3
biological_sex,3
nguyen_quan,3
place_of_origin,3
noi_dang_ky_thuong_tru,3
permanent_registration,3
noi_dang_ky_tam_tru,3
temporary_registration,3
noi_dang_ky_hien_tai,3
current_registered_address,3
dia_chi_nha,3
home_address,3
dia_chi_co_quan,3
work_address,3
dan_toc,3
ethnicity,3
quoc_gia,3
country,3
hinh_anh_ca_nhan_du_phong,3
personal_image_backup,3
so_dien_thoai_di_dong,3
mobile_phone_number,3
so_dien_thoai_co_dinh,3
landline_number,3
so_cmnd_cu,3
old_id_card_number,3
so_ho_chieu_quoc_te,3
international_passport_number,3
so_ho_chieu_noi_dia,3
domestic_passport_number,3
so_gplx_o_to,3
car_driver_license,3
so_gplx_xe_may,3
motorbike_driver_license,3
ma_so_ca_nhan,3
personal_code,3
so_the_bhxh,3
social_security_card_number,3
so_the_bhyt_chinh,3
main_health_insurance_card,3
so_the_bhyt_phu,3
secondary_health_insurance_card,3
ho_va_ten_vo_chong,3
spouse_name,3
ho_va_ten_nguoi_giam_ho,3
guardian_name,3
ho_va_ten_nguoi_dai_dien,3
legal_representative_name,3
tai_khoan_tren_mang,3
online_account,3
tai_khoan_mang_xa_hoi,3
social_media_account,3
tai_khoan_dien_tu,3
e-wallet_account,3
tai_khoan_ngan_hang,3
bank_account,3
so_the_atm,3
atm_card_number,3
so_the_visa,3
visa_card_number,3
so_the_mastercard,3
mastercard_number,3
lich_su_giao_dich_ngan_hang,3
bank_transaction_history,3
ma_giao_dich,3
transaction_id,3
ip_ca_nhan,3
personal_ip_address,3
dia_chi_mac_thiet_bi,3
device_mac_address,3
so_imei_thiet_bi,3
device_imei_number,3
lich_su_truy_cap_web,3
web_browsing_history,3
lich_su_giao_dich_truc_tuyen,3
online_transaction_history,3
ma_nhan_vien_noi_bo,3
internal_employee_id,3
ma_doi_tac,3
partner_id,3
ma_khach_hang_quan_trong,3
vip_customer_id,3
ma_the_khach_hang,3
customer_loyalty_card_id,3
full_name_en,3
full_name_vi,3
name_alias,3
dob_iso,3
dob_vn,3
birthdate,3
death_date,3
disappearance_date,3
gender_identity,3
sex,3
place_of_birth,3
registered_birthplace,3
permanent_address,3
temp_address,3
current_address,3
home_town,3
contact_info,3
citizenship,3
national_id,3
personal_photo,3
avatar,3
mobile_number,3
phone_contact,3
nid,3
government_id,3
id_number,3
passport_id,3
driver_id,3
vehicle_registration,3
license_number,3
personal_tax_id,3
taxpayer_number,3
insurance_id,3
social_sec_id,3
healthcare_number,3
family_status,3
marital_info,3
relationship_status,3
father_fullname,3
mother_fullname,3
child_fullname,3
children_list,3
online_profile,3
internet_history,3
browsing_history,3
cookies_data,3
device_tracking_id,3
geo_location,3
ip_v4,3
ip_v6,3
user_email,3
login_id,3
user_identifier,3
account_id,3
hardware_id,3
network_id,3
device_fingerprint,3
mac_addr,3
serial_number,3
employee_code,3
customer_code,3
corporate_id,3
bank_id,3
account_number,3
credit_account,3
debit_account,3
transaction_logs,3
purchase_history,3
financial_record,3
ma_sinh_vien,2
student_id,2
ma_hoc_vien,2
academic_id,2
ma_so_giao_vien,2
teacher_id,2
ma_so_nhan_vien,2
staff_id,2
ma_so_bao_hanh,2
warranty_id,2
so_hoa_don,2
invoice_number,2
ma_so_don_hang,2
order_id,2
ma_don_hang,2
purchase_order_id,2
ma_tai_khoan_khach_hang,2
customer_account_id,2
ma_the_thanh_vien,2
membership_card_number,2
ma_so_hoc_ba,2
student_record_id,2
ma_tai_lieu,2
document_id,2
so_the_thu_vien,2
library_card_number,2
so_seri_san_pham,2
product_serial_number,2
ma_so_bang_cap,2
certificate_number,2
so_ve,2
ticket_number,2
ma_so_thiet_bi,2
device_serial_number,2
isbn_number,2
so_isbn,2
issn_number,2
so_issn,2
ma_so_ke_toan,2
accounting_id,2
so_tai_khoan_noi_bo,2
internal_account_id,2
so_phieu_gui,2
shipment_tracking_number,2
ma_van_don,2
bill_of_lading_number,2
so_bao_hanh,2
warranty_card_number,2
ma_nha_cung_cap,2
supplier_id,2
ma_doi_tac_kinh_doanh,2
business_partner_id,2
mssv,2
student_code,2
mahv,2
academic_code,2
msgv,2
teacher_code,2
msnv,2
employee_code,2
serial_number,2
serial_no,2
so_seri,2
so_phieu,2
voucher_number,2
so_hd,2
contract_number,2
ma_dh,2
order_code,2
ma_don,2
purchase_id,2
makh,2
customer_code,2
ma_tv,2
member_id,2
so_hb,2
transcript_id,2
ma_tl,2
doc_id,2
sothe_tv,2
lib_card_id,2
so_sp,2
product_id,2
so_bc,2
certificate_id,2
so_ve_dt,2
event_ticket_number,2
id_thiet_bi,2
hardware_id,2
ma_may,2
machine_id,2
ma_sp,2
product_code,2
so_isbn_quoc_te,2
global_isbn,2
so_issn_quoc_te,2
global_issn,2
ma_so_sach,2
book_code,2
id_ketoan,2
finance_id,2
so_tkkt,2
accounting_account,2
so_gui_hang,2
shipment_id,2
so_vandon,2
logistics_id,2
ma_bh,2
insurance_id,2
ma_ncc,2
vendor_id,2
ma_dtkd,2
biz_partner_id,2
so_the_nl,2
fuel_card_number,2
so_the_vc,2
transport_card_id,2
so_voucher,2
voucher_code,2
ma_ck,2
stock_code,2
so_nha,2
house_number,2
tinh_thanh,2
province,2
quan_huyen,2
district,2
phuong_xa,2
ward,2
so_gia_dinh,2
household_number,2
co_quan,2
company_name,2
trang_thai_hop_dong,2
contract_status,2
so_thong_bao,2
notification_number,2
so_sach,2
book_number,2
ma_may_tinh,2
computer_id,2
tinh_trang_hoat_dong,2
activity_status,2
so_cho,2
seat_number,2
muc_luong,2
salary,2
kinh_nghiem_lam_viec,2
work_experience,2
ho_so_tuyendung,2
recruitment_file,2
ma_the_theo_doi,2
tracking_number,2
so_ghi_chu,2
note_id,2
so_tai_khoan_ngan_hang_quoc_te,2
international_bank_account,2
so_lien_lac,2
contact_number,2
ma_bao_hiem,2
insurance_number,2
so_the_lao_dong,2
labour_card_number,2
email_doanh_nghiep,2
business_email,2
so_dai_ly,2
dealer_number,2
muc_dich_tai_khoan,2
account_purpose,2
so_ma_phieu,2
so_the_dich_vu,2
service_card_number,2
tien_ky_quy,2
advance_payment,2
so_y_te,2
medical_number,2
so_ho_so,2
record_number,2
mau_hop_dong,2
contract_template,2
id_ho_so_ho_tro,2
support_file_id,2
ma_nha_dau_tu,2
investor_id,2
so_ho_so_tai_chinh,2
financial_record_id,2
so_chung_thuc,2
so_hoa_don_dien_tu,2
electronic_invoice_number,2
so_hop_dong_dien_tu,2
electronic_contract_number,2
suc_khoe_kiem_tra,2
health_check_record,2
so_phieu_thanh_toan,2
payment_receipt_number,2
tinh_trang_xe,2
vehicle_status,2
so_dang_ky_xe,2
vehicle_registration_number,2
mau_ma_ho_so,2
file_template_id,2
so_thoi_han,2
expiration_date,2
so_lich_su_giao_dich,2
transaction_history_id,2
so_thuong_hieu,2
brand_id,2
ma_ho_so_khach_hang,2
customer_profile_id,2
id_yeu_cau,2
request_id,2
so_mau_in,2
print_template_id,2
product_name,1
item_id,1
category,1
product_description,1
manufacturer,1
quantity,1
price,1
discount,1
sales_date,1
order_date,1
delivery_date,1
shipment_status,1
payment_method,1
payment_status,1
order_status,1
customer_feedback,1
rating,1
review,1
product_color,1
product_size,1
product_weight,1
product_image,1
warehouse_location,1
stock_quantity,1
shipping_fee,1
invoice_date,1
invoice_number,1
payment_amount,1
shipping_method,1
item_code,1
order_number,1
customer_service_contact,1
customer_support_ticket,1
order_note,1
purchase_order_date,1
tracking_code,1
shipping_company,1
product_material,1
brand,1
vendor_name,1
supplier_code,1
purchase_price,1
wholesale_price,1
retail_price,1
order_total,1
item_total,1
transaction_date,1
transaction_amount,1
discount_percentage,1
tax_amount,1
tax_rate,1
currency,1
order_type,1
payment_gateway,1
product_rating,1
product_review_count,1
supplier_contact,1
promotion_code,1
discount_code,1
return_policy,1
refund_status,1
customer_type,1
shipping_address,1
billing_address,1
delivery_instructions,1
preferred_delivery_time,1
gift_option,1
gift_message,1
customer_note,1
loyalty_points,1
coupon_code,1
reward_points,1
store_location,1
service_name,1
service_type,1
service_duration,1
subscription_plan,1
subscription_date,1
subscription_status,1
renewal_date,1
subscription_amount,1
subscription_method,1
service_start_date,1
service_end_date,1
workshop_location,1
course_name,1
course_id,1
course_start_date,1
course_end_date,1
course_duration,1
course_materials,1
course_fee,1
student_count,1
event_name,1
event_location,1
event_date,1
event_time,1
event_price,1
event_speaker,1
event_topic,1
attendee_count,1
event_ticket_type,1
ticket_price,1
ticket_number,1
event_registration_date,1
seminar_name,1
workshop_name,1
webinar_topic,1
webinar_host,1
seminar_speaker,1
seminar_location,1
workshop_schedule,1
training_session,1
meeting_time,1
meeting_room,1
conference_name,1
conference_location,1
conference_date,1
meeting_date,1
meeting_agenda,1
room_number,1
employee_id,1
job_title,1
job_description,1
work_schedule,1
shift_start_time,1
shift_end_time,1
break_time,1
job_location,1
employee_department,1
employee_role,1
department_name,1
department_head,1
team_name,1
employee_shift,1
work_hours,1
employee_leave,1
employee_bonus,1
work_performance,1
employee_feedback,1
performance_review,1
team_leader,1
ten_san_pham,1
ma_san_pham,1
loai_san_pham,1
mo_ta_san_pham,1
nha_san_xuat,1
so_luong,1
gia,1
khuyen_mai,1
ngay_mua,1
ngay_giao_hang,1
trang_thai_van_chuyen,1
phuong_thuc_thanh_toan,1
trang_thai_thanh_toan,1
trang_thai_don_hang,1
phan_hoi_khach_hang,1
danh_gia,1
mau_san_pham,1
kich_thuoc_san_pham,1
can_nang_san_pham,1
hinh_anh_san_pham,1
kho_hang,1
so_luong_ton_kho,1
phi_van_chuyen,1
ngay_hoa_don,1
so_hoa_don,1
so_tien_thanh_toan,1
phuong_thuc_van_chuyen,1
so_don_hang,1
so_ticket_chamsoc,1
customer_service_ticket,1
ghi_chu_don_hang,1
ngay_don_hang,1
ma_tracking,1
cong_ty_van_chuyen,1
chat_lieu_san_pham,1
thuong_hieu,1
ten_nha_cung_cap,1
supplier_name,1
ma_nha_cung_cap,1
gia_mua,1
gia_si,1
gia_ban_le,1
tong_tien_don_hang,1
tien_san_pham,1
ngay_giao_dich,1
so_tien_giao_dich,1
phan_tram_giam_gia,1
so_tien_thue,1
ty_le_thue,1
tien_te,1
loai_don_hang,1
cổng_thanh_toan,1
danh_gia_san_pham,1
so_luong_danh_gia,1
review_count,1
thong_tin_nha_cung_cap,1
ma_khuyen_mai,1
ma_giam_gia,1
chinh_sach_tra_hang,1
trang_thai_hoan_tien,1
loai_khach_hang,1
dia_chi_giao_hang,1
dia_chi_thanh_toan,1
huong_dan_giao_hang,1
thoi_gian_giao_hang_yeu_thich,1
tuy_chon_qua_tang,1
tin_nhan_qua_tang,1
ghi_chu_khach_hang,1
diem_thuong,1
ma_uu_dai,1
diem_phan_thuong,1
dia_chi_cua_hang,1
ten_dich_vu,1
loai_dich_vu,1
thoi_gian_dich_vu,1
giai_doan_dich_vu,1
service_stage,1
dinh_muc_dich_vu,1
service_limit,1
goi_dich_vu,1
ngay_bat_dau_dich_vu,1
ngay_ket_thuc_dich_vu,1
ngay_tai_ky_dich_vu,1
service_renewal_date,1
thoi_gian_hoc,1
training_time,1
dia_diem_hoc,1
training_location,1
ten_khoa_hoc,1
ma_khoa_hoc,1
ngay_bat_dau_khoa_hoc,1
ngay_ket_thuc_khoa_hoc,1
thoi_gian_khoa_hoc,1
tai_lieu_khoa_hoc,1
hoc_phi,1
so_luong_hoc_vien,1
ten_su_kien,1
dia_diem_su_kien,1
ngay_su_kien,1
thoi_gian_su_kien,1
gia_su_kien,1
ten_dien_gia,1
chu_de_su_kien,1
so_luong_nguoi_tham_du,1
loai_ve_su_kien,1
gia_ve,1
so_ve,1
ngay_dang_ky_su_kien,1
ten_hoi_thao,1
ten_toa_dam,1
chu_de_webinar,1
chu_tri_webinar,1
diem_nhan_hoi_thao,1
dia_diem_hoi_thao,1
lich_trinh_hoi_thao,1
seminar_schedule,1
doanh_nghiep,1
company_name,1
ten_nhan_vien,1
employee_name,1
ma_nhan_vien,1
chuc_vu,1
mo_ta_cong_viec,1
thoi_gian_lam_viec,1
gio_bat_dau,1
gio_ket_thuc,1
thoi_gian_nghi,1
dia_diem_lam_viec,1
work_location,1
phong_ban,1
department,1
vaitro,1
role,1
ten_phong_ban,1
truong_phong,1
departme
ma_sp,1
loai_sp,1
mota_sp,1
nsx,1
sl,1
km,1
purchase_date,1
ngay_giao,1
tsvc,1
service_status,1
phuong_thuc_tt,1
tttt,1
trang_thai_dh,1
phan_hoi,1
feedback,1
danh_gia_sp,1
ma_mau,1
color_code,1
size_sp,1
can_nang,1
weight,1
hinh_anh,1
kho,1
sl_ton_kho,1
phi_vc,1
hoa_don,1
invoice,1
so_tien,1
total_amount,1
phi_giao_hang,1
shipping_cost,1
cach_tt,1
kho_van_chuyen,1
shipping_warehouse,1
so_dh,1
khach_hang,1
customer,1
ma_so_khach_hang,1
customer_id,1
dia_chi_giao,1
gioi_tinh,1
gender,1
ngay_sinh,1
birth_date,1
so_dt,1
phone_number,1
email,1
so_tien_giam_gia,1
discount_amount,1
ten_khuyen_mai,1
promotion_name,1
cach_thanh_toan,1
payment_type,1
phi_thue,1
tax_fee,1
gia_hoa_don,1
invoice_total,1
tong_tien,1
total_price,1
tinh_trang_don_hang,1
order_condition,1
so_luong_sp,1
item_count,1
hinh_thuc_tt,1
payment_method_type,1
yeu_cau_don_hang,1
order_request,1
giao_hang_toi,1
delivery_to,1
ngay_tai_san,1
ngay_hang_hoa,1
product_date,1
diem_danh_gia,1
rating_points,1
so_hoa_don_cu,1
previous_invoice_number,1
dien_thoai,1
telephone,1
dai_ly,1
supplier,1
chi_nhanh,1
branch,1
sdt,1
contact_number,1
phan_loai_sp,1
product_classification,1
diem_mua,1
purchase_points,1
ho_so_don_hang,1
order_file,1
ma_don_hang,1
order_code,1
su_kien,1
ma_su_kien,1
event_code,1
ma_nv,1
employee_code,1
muc_luong,1
salary,1
ma_so_thue,1
tax_id,1
ngay_vao_lam,1
hire_date,1
so_ngay_lam,1
working_days,1
so_gio_lam,1
trang_thai_cuoc_goi,1
call_status,1
order_notes,1
product_code,1
so_diem,1
points_total,1
chinh_sach,1
policy,1
quyen_loi,1
benefits,1
danh_sach_khach_hang,1
customer_list,1
phieu_giao_hang,1
delivery_note,1
so_tien_thu,1
received_amount,1
so_nam_hop_dong,1
contract_years,1
so_tien_cong,1
additional_fee,1
doanh_thu,1
revenue,1
tong_so_don_hang,1
total_orders,1
so_yeu_cau,1
request_number,1
muc_giam_gia,1
discount_level,1
feature_0,0
column1,0
column2,0
feature_1,0
feature_2,0
feature_3,0
feature_4,0
feature_5,0
feature_6,0
feature_7,0
feature_8,0
feature_9,0
feature_10,0
col_0,0
col_1,0
col_2,0
col_3,0
col_4,0
col_5,0
col_6,0
col_7,0
col_8,0
col_9,0
col_10,0
col_11,0
col_12,0
col_13,0
col_14,0
col_15,0
col_16,0
col_17,0
col_18,0
col_19,0
col_20,0
data_1,0
data_2,0
data_3,0
data_4,0
data_5,0
data_6,0
data_7,0
data_8,0
data_9,0
data_10,0
data_11,0
data_12,0
data_13,0
data_14,0
data_15,0
data_16,0
data_17,0
data_18,0
data_19,0
data_20,0
random_1,0
random_2,0
random_3,0
random_4,0
random_5,0
random_6,0
random_7,0
random_8,0
random_9,0
random_10,0
random_11,0
random_12,0
random_13,0
random_14,0
random_15,0
random_16,0
random_17,0
random_18,0
random_19,0
random_20,0
gen_1,0
gen_2,0
gen_3,0
gen_4,0
gen_5,0
gen_6,0
gen_7,0
gen_8,0
gen_9,0
gen_10,0
gen_11,0
gen_12,0
gen_13,0
gen_14,0
gen_15,0
gen_16,0
gen_17,0
gen_18,0
gen_19,0
gen_20,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
a1,0
b1,0
c1,0
d1,0
e1,0
f1,0
g1,0
h1,0
i1,0
j1,0
k1,0
l1,0
m1,0
n1,0
o1,0
p1,0
q1,0
r1,0
s1,0
t1,0
u1,0
v1,0
w1,0
x1,0
y1,0
z1,0
x2,0
y2,0
z2,0
aa,0
bb,0
cc,0
dd,0
ee,0
ff,0
gg,0
hh,0
ii,0
jj,0
kk,0
ll,0
mm,0
nn,0
oo,0
pp,0
qq,0
rr,0
ss,0
tt,0
uu,0
vv,0
ww,0
xx,0
yy,0
zz,0
aa1,0
bb1,0
cc1,0
dd1,0
ee1,0
ff1,0
gg1,0
hh1,0
ii1,0
jj1,0
kk1,0
ll1,0
mm1,0
nn1,0
oo1,0
pp1,0
qq1,0
rr1,0
ss1,0
tt1,0
uu1,0
vv1,0
ww1,0
xx1,0
yy1,0
zz1,0
feature_x,0
feature_y,0
feature_z,0
feature_a,0
feature_b,0
feature_c,0
feature_d,0
feature_e,0
feature_f,0
feature_g,0
feature_h,0
feature_i,0
feature_j,0
feature_k,0
feature_l,0
feature_m,0
feature_n,0
feature_o,0
feature_p,0
feature_q,0
feature_r,0
feature_s,0
feature_t,0
feature_u,0
feature_v,0
feature_w,0
feature_x1,0
feature_y1,0
feature_z1,0
feature_a1,0
feature_b1,0
feature_c1,0
feature_d1,0
feature_e1,0
feature_f1,0
feature_g1,0
feature_h1,0
feature_i1,0
feature_j1,0
feature_k1,0
feature_l1,0
feature_m1,0
feature_n1,0
feature_o1,0
feature_p1,0
feature_q1,0
feature_r1,0
feature_s1,0
feature_t1,0
feature_u1,0
feature_v1,0
feature_w1,0
data_x,0
data_y,0
data_z,0
data_a,0
data_b,0
data_c,0
data_d,0
data_e,0
data_f,0
data_g,0
data_h,0
data_i,0
data_j,0
data_k,0
data_l,0
data_m,0
data_n,0
data_o,0
data_p,0
data_q,0
data_r,0
data_s,0
data_t,0
data_u,0
data_v,0
data_w,0
fullname,3
middlename,3
givenname,3
othernames,3
dateofbirth,3
dateofdeath,3
dateofdisappearance,3
birthplace,3
birthregistrationplace,3
permanentresidence,3
temporaryresidence,3
currentresidence,3
contactaddress,3
personalimage,3
phonenumber,3
idcardnumber,3
personalid,3
passportnumber,3
driverlicensenumber,3
licenseplate,3
taxcode,3
socialinsurancenumber,3
healthinsurancenumber,3
maritalstatus,3
parentname,3
fathername,3
mothername,3
childrennames,3
childname,3
personaldigitalaccount,3
cyberspaceactivityhistory,3
useractivitylog,3
loginhistory,3
ipaddress,3
deviceid,3
macaddress,3
employeeid,3
companyid,3
customerid,3
bankaccountnumber,3
creditcardnumber,3
debitcardnumber,3
financialtransactionhistory,3
hovaten,3
tendem,3
biệtdanh,3
ngaysinh,3
ngaymat,3
ngaymattich,3
gioitinh,3
noisinh,3
noidangkykhaisinh,3
hokhau,3
tamtru,3
noiohientai,3
quequan,3
diachilienhe,3
quoctich,3
hinhanhcanhan,3
sodienthoai,3
cancuoccongdan,3
socmnd,3
sohochieu,3
sogplx,3
biensoxe,3
masothue,3
sobaohiemxahoi,3
sothebaohiemyte,3
tinhtranghonnhan,3
tencha,3
tenme,3
tenbome,3
tencon,3
taikhoancanhan,3
lichsuhoatdongmang,3
nhatkytruycap,3
lichsudangnhap,3
diachiip,3
tendangnhap,3
idthietbi,3
manhanvien,3
macongty,3
makhachhang,3
sotaikhoannganhang,3
sothetindung,3
sotheghino,3
lichsugiaodich,3
hovatendaydu,3
fullnamecomplete,3
tenkhaisinh,3
birthname,3
tenthuongdung,3
ngaysinhchinhxac,3
exactbirthdate,3
ngaymatchinhxac,3
exactdeathdate,3
gioitinhsinhhoc,3
biologicalsex,3
nguyenquan,3
placeoforigin,3
noidangkythuongtru,3
permanentregistration,3
noidangkytamtru,3
temporaryregistration,3
noidangkyhientai,3
currentregisteredaddress,3
diachinha,3
homeaddress,3
diachicoquan,3
workaddress,3
dantoc,3
quocgia,3
hinhanhcanhanduphong,3
personalimagebackup,3
sodienthoaididong,3
mobilephonenumber,3
sodienthoaicodinh,3
landlinenumber,3
socmndcu,3
oldidcardnumber,3
sohochieuquocte,3
internationalpassportnumber,3
sohochieunoidia,3
domesticpassportnumber,3
sogplxoto,3
cardriverlicense,3
sogplxxemay,3
motorbikedriverlicense,3
masocanhan,3
personalcode,3
sothebhxh,3
socialsecuritycardnumber,3
sothebhytchinh,3
mainhealthinsurancecard,3
sothebhytphu,3
secondaryhealthinsurancecard,3
hovatenvochong,3
spousename,3
hovatennguoigiamho,3
guardianname,3
hovatennguoidaidien,3
legalrepresentativename,3
taikhoantrenmang,3
onlineaccount,3
taikhoanmangxahoi,3
socialmediaaccount,3
taikhoandientu,3
e-walletaccount,3
taikhoannganhang,3
bankaccount,3
sotheatm,3
atmcardnumber,3
sothevisa,3
visacardnumber,3
sothemastercard,3
mastercardnumber,3
lichsugiaodichnganhang,3
banktransactionhistory,3
magiaodich,3
transactionid,3
ipcanhan,3
personalipaddress,3
diachimacthietbi,3
devicemacaddress,3
soimeithietbi,3
deviceimeinumber,3
lichsutruycapweb,3
webbrowsinghistory,3
lichsugiaodichtructuyen,3
onlinetransactionhistory,3
manhanviennoibo,3
internalemployeeid,3
madoitac,3
partnerid,3
makhachhangquantrong,3
vipcustomerid,3
mathekhachhang,3
customerloyaltycardid,3
fullnameen,3
fullnamevi,3
namealias,3
dobiso,3
dobvn,3
deathdate,3
disappearancedate,3
genderidentity,3
placeofbirth,3
registeredbirthplace,3
permanentaddress,3
tempaddress,3
currentaddress,3
contactinfo,3
nationalid,3
personalphoto,3
mobilenumber,3
phonecontact,3
governmentid,3
idnumber,3
passportid,3
driverid,3
vehicleregistration,3
licensenumber,3
personaltaxid,3
taxpayernumber,3
insuranceid,3
socialsecid,3
healthcarenumber,3
familystatus,3
maritalinfo,3
relationshipstatus,3
fatherfullname,3
motherfullname,3
childfullname,3
childrenlist,3
onlineprofile,3
internethistory,3
browsinghistory,3
cookiesdata,3
devicetrackingid,3
geolocation,3
ipv4,3
ipv6,3
useremail,3
loginid,3
useridentifier,3
accountid,3
hardwareid,3
networkid,3
devicefingerprint,3
macaddr,3
serialnumber,3
employeecode,3
customercode,3
corporateid,3
bankid,3
accountnumber,3
creditaccount,3
debitaccount,3
transactionlogs,3
purchasehistory,3
financialrecord,3
masinhvien,2
studentid,2
mahocvien,2
academicid,2
masogiaovien,2
teacherid,2
masonhanvien,2
staffid,2
masobaohanh,2
warrantyid,2
sohoadon,2
invoicenumber,2
masodonhang,2
orderid,2
madonhang,2
purchaseorderid,2
mataikhoankhachhang,2
customeraccountid,2
mathethanhvien,2
membershipcardnumber,2
masohocba,2
studentrecordid,2
matailieu,2
documentid,2
sothethuvien,2
librarycardnumber,2
soserisanpham,2
productserialnumber,2
masobangcap,2
certificatenumber,2
sove,2
ticketnumber,2
masothietbi,2
deviceserialnumber,2
isbnnumber,2
soisbn,2
issnnumber,2
soissn,2
masoketoan,2
accountingid,2
sotaikhoannoibo,2
internalaccountid,2
sophieugui,2
shipmenttrackingnumber,2
mavandon,2
billofladingnumber,2
sobaohanh,2
warrantycardnumber,2
manhacungcap,2
supplierid,2
madoitackinhdoanh,2
businesspartnerid,2
studentcode,2
academiccode,2
teachercode,2
employeecode,2
serialnumber,2
serialno,2
soseri,2
sophieu,2
vouchernumber,2
sohd,2
contractnumber,2
madh,2
ordercode,2
madon,2
purchaseid,2
customercode,2
matv,2
memberid,2
sohb,2
transcriptid,2
matl,2
docid,2
sothetv,2
libcardid,2
sosp,2
productid,2
sobc,2
certificateid,2
sovedt,2
eventticketnumber,2
idthietbi,2
hardwareid,2
mamay,2
machineid,2
masp,2
productcode,2
soisbnquocte,2
globalisbn,2
soissnquocte,2
globalissn,2
masosach,2
bookcode,2
idketoan,2
financeid,2
sotkkt,2
accountingaccount,2
soguihang,2
shipmentid,2
sovandon,2
logisticsid,2
mabh,2
insuranceid,2
mancc,2
vendorid,2
madtkd,2
bizpartnerid,2
sothenl,2
fuelcardnumber,2
sothevc,2
transportcardid,2
sovoucher,2
vouchercode,2
mack,2
stockcode,2
sonha,2
housenumber,2
tinhthanh,2
quanhuyen,2
phuongxa,2
sogiadinh,2
householdnumber,2
coquan,2
companyname,2
trangthaihopdong,2
contractstatus,2
sothongbao,2
notificationnumber,2
sosach,2
booknumber,2
mamaytinh,2
computerid,2
tinhtranghoatdong,2
activitystatus,2
socho,2
seatnumber,2
mucluong,2
kinhnghiemlamviec,2
workexperience,2
hosotuyendung,2
recruitmentfile,2
mathetheodoi,2
trackingnumber,2
soghichu,2
noteid,2
sotaikhoannganhangquocte,2
internationalbankaccount,2
solienlac,2
contactnumber,2
mabaohiem,2
insurancenumber,2
sothelaodong,2
labourcardnumber,2
emaildoanhnghiep,2
businessemail,2
sodaily,2
dealernumber,2
mucdichtaikhoan,2
accountpurpose,2
somaphieu,2
sothedichvu,2
servicecardnumber,2
tienkyquy,2
advancepayment,2
soyte,2
medicalnumber,2
sohoso,2
recordnumber,2
mauhopdong,2
contracttemplate,2
idhosohotro,2
supportfileid,2
manhadautu,2
investorid,2
sohosotaichinh,2
financialrecordid,2
sochungthuc,2
sohoadondientu,2
electronicinvoicenumber,2
sohopdongdientu,2
electroniccontractnumber,2
suckhoekiemtra,2
healthcheckrecord,2
sophieuthanhtoan,2
paymentreceiptnumber,2
tinhtrangxe,2
vehiclestatus,2
sodangkyxe,2
vehicleregistrationnumber,2
maumahoso,2
filetemplateid,2
sothoihan,2
expirationdate,2
solichsugiaodich,2
transactionhistoryid,2
sothuonghieu,2
brandid,2
mahosokhachhang,2
customerprofileid,2
idyeucau,2
requestid,2
somauin,2
printtemplateid,2
productname,1
itemid,1
productdescription,1
salesdate,1
orderdate,1
deliverydate,1
